City_ID,city,lat,lng,max_Temp,humidity,cloudiness,wind_Speed,country,date
290,labuhan,-6.8844,112.2051,79.88,75,100,10.33,ID,2023-04-03 21:15:23
291,selaphum,16.0299,103.9383,83.26,45,6,7.54,TH,2023-04-03 21:15:23
292,izazi,-7.2,35.7333,69.91,87,93,3.0,TZ,2023-04-03 21:15:23
293,sandwick,60.0,-1.25,44.42,76,100,17.27,GB,2023-04-03 21:15:23
294,mildura,-34.2,142.15,57.13,40,0,5.46,AU,2023-04-03 21:15:23
295,hasaki,35.7333,140.8333,43.21,57,0,10.94,JP,2023-04-03 21:15:24
296,talas,38.6908,35.5538,52.47,50,0,3.44,TR,2023-04-03 21:15:24
297,kigali,-1.95,30.0588,64.72,88,75,4.61,RW,2023-04-03 21:15:24
298,axim,4.8699,-2.2405,80.33,85,39,6.82,GH,2023-04-03 21:15:24
299,torbay,47.6666,-52.7314,32.58,77,8,10.0,CA,2023-04-03 21:15:24
300,imeni poliny osipenko,52.4201,136.4853,31.8,83,100,5.48,RU,2023-04-03 21:15:25
